id;change_date;bulletin_year;bulletin_nr;is_latest;oppt_nr;customer_id;oppt_name;oppt_address_1;oppt_address_2;oppt_address_3;oppt_address_4;oppt_address_5;oppt_country;date_opp_filed;oppt_status;oppt_status_date;agent_name;agent_address_1;agent_address_2;agent_address_3;agent_address_4;agent_address_5;agent_country
1270702;2012-08-10;2012;37;"N";2;"0101067787";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-11-28;"ADMISSIBLE";2007-12-05;"Inspicos A/S, et al";"";"";"";"";"";"DK"
1270702;2012-08-10;2012;37;"N";3;"0100999655";"F + Z Baugesellschaft mbH";"";"";"";"";"";"DE";2007-11-28;"ADMISSIBLE";2007-12-05;"Hofstetter, Schurack & Partner, et al";"";"";"";"";"";"DE"
1270702;2013-11-01;2013;49;"N";1;"0100999468";"Hochtief Construction AG";"";"";"";"";"";"DE";2007-11-28;"ADMISSIBLE";2007-12-11;"Rohmann, Michael";"";"";"";"";"";"DE"
1270702;2013-11-01;2013;49;"N";2;"0101067787";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-11-28;"ADMISSIBLE";2007-12-05;"Inspicos A/S, et al";"";"";"";"";"";"DK"
1270702;2013-11-01;2013;49;"N";3;"0101417043";"Bilfinger Construction GmbH";"";"";"";"";"";"DE";2007-11-28;"ADMISSIBLE";2007-12-05;"Hofstetter, Schurack & Partner, et al";"";"";"";"";"";"DE"
1270702;2017-01-20;2017;8;"Y";1;"0100999468";"Hochtief Construction AG";"";"";"";"";"";"DE";2007-11-28;"ADMISSIBLE";2007-12-11;"Rohmann, Michael";"";"";"";"";"";"DE"
1270702;2017-01-20;2017;8;"Y";2;"0101067787";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-11-28;"ADMISSIBLE";2007-12-05;"Inspicos P/S, et al";"";"";"";"";"";"DK"
1270702;2017-01-20;2017;8;"Y";3;"0101417043";"Bilfinger Construction GmbH";"";"";"";"";"";"DE";2007-11-28;"WITHDRAWN";2007-12-05;"Hofstetter, Schurack & Partner, et al";"";"";"";"";"";"DE"
1420061;2005-06-10;2005;30;"N";1;"0100702696";"ISOVOLTA AG";"";"";"";"";"";"AT";2005-06-01;"ADMISSIBLE";2005-06-10;"Dungler, Karin, et al";"";"";"";"";"";"AT"
1420061;2005-06-17;2005;31;"N";1;"0100702696";"ISOVOLTA AG";"";"";"";"";"";"AT";2005-06-01;"ADMISSIBLE";2005-06-10;"Dungler, Karin, et al";"";"";"";"";"";"AT"
1420061;2005-06-17;2005;31;"N";2;"0100704768";"Sawodny Michael";"";"";"";"";"";"DE";2005-06-08;"ADMISSIBLE";2005-06-20;"Gehring, Friederike";"";"";"";"";"";"DE"
1420061;2005-06-17;2005;31;"N";3;"0100704294";"Premix Inc.";"";"";"";"";"";"US";2005-06-08;"ADMISSIBLE";2005-06-20;"Stoner, Gerard Patrick";"";"";"";"";"";"GB"
1420061;2011-06-22;0;0;"Y";1;"0100702696";"ISOVOLTA AG";"";"";"";"";"";"AT";2005-06-01;"ADMISSIBLE";2005-06-10;"Dungler, Karin, et al";"";"";"";"";"";"AT"
1420061;2011-06-22;0;0;"Y";2;"0100704768";"Sawodny Michael";"";"";"";"";"";"DE";2005-06-08;"ADMISSIBLE";2005-06-20;"Höfer, Friederike";"";"";"";"";"";"DE"
1420061;2011-06-22;0;0;"Y";3;"0100704294";"Premix Inc.";"";"";"";"";"";"US";2005-06-08;"ADMISSIBLE";2005-06-20;"Stoner, Gerard Patrick";"";"";"";"";"";"GB"
1810083;2009-03-13;2009;16;"N";1;"0101097897";"Dywidag-Systems International AG";"";"";"";"";"";"DE";2009-03-04;"ADMISSIBLE";2009-03-11;"Patentanwälte Möll und Bitterich, et al";"";"";"";"";"";"DE"
1810083;2011-01-21;0;0;"Y";1;"0101097897";"Dywidag-Systems International AG";"";"";"";"";"";"DE";2009-03-04;"ADMISSIBLE";2009-03-11;"Patentanwälte Dr. Keller, Schwertfeger Partnerschaft mbB, et al";"";"";"";"";"";"DE"
1811159;2007-03-09;2007;15;"N";1;"0100810995";"SIEMENS, AKTIENGESELLSCHAFT";"";"";"";"";"";"DE";2007-02-16;"";9999-12-31;"";"";"";"";"";"";""
1811159;2013-02-08;0;0;"Y";1;"0101362545";"Siemens Aktiengesellschaft";"";"";"";"";"";"DE";2007-02-16;"ADMISSIBLE";2007-05-31;"";"";"";"";"";"";""
1811203;2013-11-15;2013;51;"N";1;"0100701446";"ENERCON GmbH";"";"";"";"";"";"DE";2013-11-12;"";9999-12-31;"";"";"";"";"";"";""
1811203;2013-11-22;0;0;"Y";1;"0100701446";"ENERCON GmbH";"";"";"";"";"";"DE";2013-11-12;"";9999-12-31;"Eisenführ Speiser";"";"";"";"";"";"DE"
1811203;2013-11-22;2013;52;"N";1;"0100701446";"ENERCON GmbH";"";"";"";"";"";"DE";2013-11-12;"";9999-12-31;"Eisenführ, Speiser & Partner";"";"";"";"";"";"DE"
1921243;2009-09-14;2009;42;"N";1;"0101132076";"LM GLASFIBER A/S";"";"";"";"";"";"DK";2009-09-10;"";9999-12-31;"Kitchen, Steven Richard, et al";"";"";"";"";"";"DK"
1921243;2012-02-10;2012;11;"Y";1;"0101132076";"LM GLASFIBER A/S";"";"";"";"";"";"DK";2009-09-10;"ADMISSIBLE";2009-09-15;"Kitchen, Steven Richard, et al";"";"";"";"";"";"DK"
1927846;2004-05-14;2004;27;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"";9999-12-31;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
1927846;2004-06-11;2004;31;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"";9999-12-31;"Patentanwälte Hauck, Graalfs, Wehnert, Döring, Siemons, Schildberg, et al";"";"";"";"";"";"DE"
1927846;2004-06-11;2004;31;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"";9999-12-31;"Nielsen, Leif L., et al";"";"";"";"";"";"DK"
1927846;2004-06-11;2004;31;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"";9999-12-31;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2007-10-19;2007;47;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"ADMISSIBLE";2004-07-05;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2007-10-19;2007;47;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Nielsen, Leif, et al";"";"";"";"";"";"DK"
1927846;2007-10-19;2007;47;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2007-10-19;2007;47;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"";9999-12-31;"Ketelaars, Maarten F.J.M., et al";"";"";"";"";"";"NL"
1927846;2007-11-30;2008;1;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"ADMISSIBLE";2004-07-05;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2007-11-30;2008;1;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Nielsen, Leif, et al";"";"";"";"";"";"DK"
1927846;2007-11-30;2008;1;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2007-11-30;2008;1;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"INTERVENTION ADMISSIBLE";2007-11-27;"Ketelaars, Maarten F.J.M., et al";"";"";"";"";"";"NL"
1927846;2008-08-08;2008;37;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"ADMISSIBLE";2004-07-05;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2008-08-08;2008;37;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Nielsen, Leif, et al";"";"";"";"";"";"DK"
1927846;2008-08-08;2008;37;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2008-08-08;2008;37;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"INTERVENTION ADMISSIBLE";2007-11-27;"Ketelaars, Maarten F.J.M., et al";"";"";"";"";"";"NL"
1927846;2008-12-19;2009;4;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"ADMISSIBLE";2004-07-05;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2008-12-19;2009;4;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Nielsen, Leif, et al";"";"";"";"";"";"DK"
1927846;2008-12-19;2009;4;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2008-12-19;2009;4;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"INTERVENTION ADMISSIBLE";2007-11-27;"Ketelaars, Maarten F.J.M., et al";"";"";"";"";"";"NL"
1927846;2008-12-26;2009;5;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"ADMISSIBLE";2004-07-05;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2008-12-26;2009;5;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Nielsen, Leif, et al";"";"";"";"";"";"DK"
1927846;2008-12-26;2009;5;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2008-12-26;2009;5;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"WITHDRAWN";2008-12-22;"Ketelaars, Maarten F.J.M., et al";"";"";"";"";"";"NL"
1927846;2010-01-15;2010;7;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"ADMISSIBLE";2004-07-05;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2010-01-15;2010;7;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Maier, Daniel Oliver, et al";"";"";"";"";"";"DE"
1927846;2010-01-15;2010;7;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2010-01-15;2010;7;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"WITHDRAWN";2008-12-22;"Ketelaars, Maarten F.J.M., et al";"";"";"";"";"";"NL"
1927846;2013-06-28;2013;31;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"ADMISSIBLE";2004-07-05;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2013-06-28;2013;31;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Maier, Daniel Oliver, et al";"";"";"";"";"";"DE"
1927846;2013-06-28;2013;31;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2013-06-28;2013;31;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"WITHDRAWN";2008-12-22;"Nederlandsch Octrooibureau, et al";"";"";"";"";"";"NL"
1927846;2013-12-13;2014;3;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"WITHDRAWN";2013-12-06;"Hauck Patent- und Rechtsanwälte, et al";"";"";"";"";"";"DE"
1927846;2013-12-13;2014;3;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Maier, Daniel Oliver, et al";"";"";"";"";"";"DE"
1927846;2013-12-13;2014;3;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"WITHDRAWN";2008-12-15;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1927846;2013-12-13;2014;3;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"WITHDRAWN";2008-12-22;"Nederlandsch Octrooibureau, et al";"";"";"";"";"";"NL"
1927846;2015-06-05;0;0;"Y";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"WITHDRAWN";2013-12-06;"Hauck Patentanwaltspartnerschaft mbB, et al";"";"";"";"";"";"DE"
1927846;2015-06-05;0;0;"Y";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Maier, Daniel Oliver, et al";"";"";"";"";"";"DE"
1927846;2015-06-05;0;0;"Y";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"WITHDRAWN";2008-12-15;"Patentgruppen A/S, et al";"";"";"";"";"";"DK"
1927846;2015-06-05;0;0;"Y";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"WITHDRAWN";2008-12-22;"Nederlandsch Octrooibureau, et al";"";"";"";"";"";"NL"
1927846;2015-06-05;2015;28;"N";1;"0100703859";"NORDEX ENERGY GmbH";"";"";"";"";"";"DE";2004-05-10;"WITHDRAWN";2013-12-06;"Hauck Patentanwaltspartnerschaft mbB, et al";"";"";"";"";"";"DE"
1927846;2015-06-05;2015;28;"N";2;"0100700327";"Bonus Energy A/S";"";"";"";"";"";"DK";2004-06-03;"ADMISSIBLE";2004-06-15;"Maier, Daniel Oliver, et al";"";"";"";"";"";"DE"
1927846;2015-06-05;2015;28;"N";3;"0100705910";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2004-06-03;"WITHDRAWN";2008-12-15;"Patentgruppen, et al";"";"";"";"";"";"DK"
1927846;2015-06-05;2015;28;"N";4;"0100970889";"Vestas Benelux B.V.";"";"";"";"";"";"NL";2007-09-14;"WITHDRAWN";2008-12-22;"Nederlandsch Octrooibureau, et al";"";"";"";"";"";"NL"
1929272;2006-06-09;2006;28;"Y";1;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2006-05-24;"ADMISSIBLE";2006-06-06;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1943572;2005-12-23;2006;6;"N";1;"0100701446";"ENERCON GmbH";"";"";"";"";"";"DE";2005-12-16;"";9999-12-31;"Eisenführ, Günther";"";"";"";"";"";"DE"
1943572;2012-07-20;0;0;"Y";1;"0100701446";"ENERCON GmbH";"";"";"";"";"";"DE";2005-12-16;"ADMISSIBLE";2005-12-28;"Eisenführ Speiser";"";"";"";"";"";"DE"
1943572;2012-07-20;2012;34;"N";1;"0100701446";"ENERCON GmbH";"";"";"";"";"";"DE";2005-12-16;"ADMISSIBLE";2005-12-28;"Eisenführ, Speiser & Partner";"";"";"";"";"";"DE"
1948133;2007-09-21;2007;43;"N";1;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-09-13;"";9999-12-31;"Olesen, Kaj, et al";"";"";"";"";"";"DK"
1948133;2011-07-29;2011;35;"N";1;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-09-13;"ADMISSIBLE";2007-09-26;"Kent, Peter Joseph";"";"";"";"";"";"GB"
1948133;2013-02-01;2013;10;"N";1;"0101359562";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-09-13;"ADMISSIBLE";2007-09-26;"Kent, Peter Joseph, et al";"";"";"";"";"";"GB"
1948133;2015-06-05;2015;28;"Y";1;"0101312410";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-09-13;"ADMISSIBLE";2007-09-26;"Kent, Peter Joseph, et al";"";"";"";"";"";"GB"
1951485;2006-11-17;2006;51;"N";1;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2006-11-14;"";9999-12-31;"Riesenberg, Axel";"";"";"";"";"";"DE"
1951485;2006-11-17;2006;51;"N";2;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2006-11-15;"";9999-12-31;"Olesen, Kaj";"";"";"";"";"";"DK"
1951485;2006-11-17;2006;51;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2006-11-15;"";9999-12-31;"Zimmermann, Gerd Heinrich";"";"";"";"";"";"DE"
1951485;2008-06-20;2008;30;"N";1;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2006-11-14;"ADMISSIBLE";2006-11-23;"Riesenberg, Axel";"";"";"";"";"";"DE"
1951485;2008-06-20;2008;30;"N";2;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2006-11-15;"ADMISSIBLE";2006-11-23;"Olesen, Kaj";"";"";"";"";"";"DK"
1951485;2008-06-20;2008;30;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2006-11-15;"ADMISSIBLE";2006-11-23;"Zimmermann, Gerd Heinrich";"";"";"";"";"";"DE"
1951485;2008-12-12;0;0;"Y";1;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2006-11-14;"ADMISSIBLE";2006-11-23;"Riesenberg, Axel";"";"";"";"";"";"DE"
1951485;2008-12-12;0;0;"Y";2;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2006-11-15;"WITHDRAWN";2008-12-05;"Olesen, Kaj";"";"";"";"";"";"DK"
1951485;2008-12-12;0;0;"Y";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2006-11-15;"ADMISSIBLE";2006-11-23;"Zimmermann, Gerd Heinrich";"";"";"";"";"";"DE"
1951485;2008-12-12;2009;3;"N";1;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2006-11-14;"ADMISSIBLE";2006-11-23;"Riesenberg, Axel";"";"";"";"";"";"DE"
1951485;2008-12-12;2009;3;"N";2;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2006-11-15;"WITHDRAWN";2008-12-05;"Olesen, Kaj";"";"";"";"";"";"DK"
1951485;2008-12-12;2009;3;"N";3;"0100701948";"GE Wind Energy GmbH";"";"";"";"";"";"DE";2006-11-15;"ADMISSIBLE";2006-11-23;"Zimmermann, Gerd Heinrich";"";"";"";"";"";"DE"
1962807;2008-12-19;2009;4;"N";1;"0101073333";"Siemens Aktiengesellschaft";"";"";"";"";"";"DE";2008-12-10;"";9999-12-31;"";"";"";"";"";"";""
1962807;2013-02-08;0;0;"Y";1;"0101362545";"Siemens Aktiengesellschaft";"";"";"";"";"";"DE";2008-12-10;"ADMISSIBLE";2009-01-08;"";"";"";"";"";"";""
1969376;2012-10-12;2012;46;"N";1;"0101339818";"Europoles GmbH & Co. KG";"";"";"";"";"";"DE";2012-10-10;"";9999-12-31;"Simon, Josef";"";"";"";"";"";"DE"
1969376;2016-04-22;2016;21;"N";1;"0101339818";"Europoles GmbH & Co. KG";"";"";"";"";"";"DE";2012-10-10;"ADMISSIBLE";2012-10-16;"Dr. Gassner & Partner mbB";"";"";"";"";"";"DE"
1969376;2016-09-23;2016;43;"Y";1;"0101339818";"Europoles GmbH & Co. KG";"";"";"";"";"";"DE";2012-10-10;"WITHDRAWN";2016-09-16;"Dr. Gassner & Partner mbB";"";"";"";"";"";"DE"
1972030;2007-06-01;2007;27;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"";9999-12-31;"Carpintero Lopez, Francisco";"";"";"";"";"";"ES"
1972030;2007-06-15;2007;29;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Carpintero Lopez, Francisco";"";"";"";"";"";"ES"
1972030;2007-06-15;2007;29;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"";9999-12-31;"McBride, Peter Hill";"";"";"";"";"";"GB"
1972030;2007-06-15;2007;29;"N";3;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2007-05-30;"";9999-12-31;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
1972030;2007-06-15;2007;29;"N";4;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-05-30;"";9999-12-31;"Olesen, Kaj";"";"";"";"";"";"DK"
1972030;2008-12-19;2009;4;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Carpintero Lopez, Francisco";"";"";"";"";"";"ES"
1972030;2008-12-19;2009;4;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"ADMISSIBLE";2007-06-14;"McBride, Peter Hill";"";"";"";"";"";"GB"
1972030;2008-12-19;2009;4;"N";3;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2007-05-30;"ADMISSIBLE";2007-06-12;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
1972030;2008-12-19;2009;4;"N";4;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-05-30;"WITHDRAWN";2007-06-12;"Olesen, Kaj";"";"";"";"";"";"DK"
1972030;2012-08-24;2012;39;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Stiebe, Lars Magnus";"";"";"";"";"";"ES"
1972030;2012-08-24;2012;39;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"ADMISSIBLE";2007-06-14;"McBride, Peter Hill";"";"";"";"";"";"GB"
1972030;2012-08-24;2012;39;"N";3;"0100704477";"REpower Systems AG";"";"";"";"";"";"DE";2007-05-30;"ADMISSIBLE";2007-06-12;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
1972030;2012-08-24;2012;39;"N";4;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-05-30;"WITHDRAWN";2007-06-12;"Olesen, Kaj";"";"";"";"";"";"DK"
1972030;2012-10-12;2012;46;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Stiebe, Lars Magnus";"";"";"";"";"";"ES"
1972030;2012-10-12;2012;46;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"ADMISSIBLE";2007-06-14;"McBride, Peter Hill";"";"";"";"";"";"GB"
1972030;2012-10-12;2012;46;"N";3;"0101338929";"REpower Systems SE";"";"";"";"";"";"DE";2007-05-30;"ADMISSIBLE";2007-06-12;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
1972030;2012-10-12;2012;46;"N";4;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-05-30;"WITHDRAWN";2007-06-12;"Olesen, Kaj";"";"";"";"";"";"DK"
1972030;2013-05-03;2013;23;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Stiebe, Lars Magnus";"";"";"";"";"";"ES"
1972030;2013-05-03;2013;23;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"ADMISSIBLE";2007-06-14;"Adams, James";"";"";"";"";"";"GB"
1972030;2013-05-03;2013;23;"N";3;"0101338929";"REpower Systems SE";"";"";"";"";"";"DE";2007-05-30;"ADMISSIBLE";2007-06-12;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
1972030;2013-05-03;2013;23;"N";4;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-05-30;"WITHDRAWN";2007-06-12;"Olesen, Kaj";"";"";"";"";"";"DK"
1972030;2013-05-31;2013;27;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Stiebe, Lars Magnus";"";"";"";"";"";"ES"
1972030;2013-05-31;2013;27;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"ADMISSIBLE";2007-06-14;"Murnane, Graham John";"";"";"";"";"";"GB"
1972030;2013-05-31;2013;27;"N";3;"0101338929";"REpower Systems SE";"";"";"";"";"";"DE";2007-05-30;"ADMISSIBLE";2007-06-12;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
1972030;2013-05-31;2013;27;"N";4;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-05-30;"WITHDRAWN";2007-06-12;"Olesen, Kaj";"";"";"";"";"";"DK"
1972030;2015-05-22;2015;26;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Stiebe, Lars Magnus";"";"";"";"";"";"ES"
1972030;2015-05-22;2015;26;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"ADMISSIBLE";2007-06-14;"Murnane, Graham John";"";"";"";"";"";"GB"
1972030;2015-05-22;2015;26;"N";3;"0101338929";"REpower Systems SE";"";"";"";"";"";"DE";2007-05-30;"ADMISSIBLE";2007-06-12;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
1972030;2015-05-22;2015;26;"N";4;"0100768720";"Vestas Wind Systems A/S";"";"";"";"";"";"DK";2007-05-30;"WITHDRAWN";2007-06-12;"Patentgruppen";"";"";"";"";"";"DK"
1972030;2016-07-01;2016;31;"N";1;"0100963749";"GAMESA INNOVATION AND TECHNOLOGY, S.L.";"";"";"";"";"";"ES";2007-05-23;"ADMISSIBLE";2007-06-04;"Stiebe, Lars Magnus";"";"";"";"";"";"ES"
1972030;2016-07-01;2016;31;"N";2;"0100966315";"GARRAD HASSAN & PARTNERS LIMITED";"";"";"";"";"";"GB";2007-05-30;"ADMISSIBLE";2007-06-14;"Murnane, Graham John";"";"";"";"";"";"GB"
1972030;2016-07-01;2016;31;"N";3;"0101338929";"REpower Systems SE";"";"";"";"";"";"DE";2007-05-30;"ADMISSIBLE";2007-06-12;"Glawe, Delfs, Moll";"";"";"";"";"";"DE"
